student_id,question_id,question_type,question_label,score,unanswered,exam_id,exam_title,exam_start_timestamp,exam_end_timestamp
student_102,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_103,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_104,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_105,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_106,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_107,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_108,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_109,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_110,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_111,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_112,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_113,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_114,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_115,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_116,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_117,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_118,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_119,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_120,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_121,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_122,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_123,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_124,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_125,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_126,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_127,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_128,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_129,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_130,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_131,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_132,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_133,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_134,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_135,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_136,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_137,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_138,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_139,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_140,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_141,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_142,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_143,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_144,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_145,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_146,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_147,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_148,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_149,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_150,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_151,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_152,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_153,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_154,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_155,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_156,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_157,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_158,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_159,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_160,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_161,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_162,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_163,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_164,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_165,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_166,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_167,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_168,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_169,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_170,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_171,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_172,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_173,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_174,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_175,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_176,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_177,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_178,Item_1,Text entry,Logistic function,0,TRUE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_179,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_180,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_181,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_182,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_183,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_184,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_185,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_186,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_187,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_188,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_189,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_190,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_191,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_192,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_193,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_194,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_195,Item_1,Text entry,Logistic function,0,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_196,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_197,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
student_198,Item_1,Text entry,Logistic function,1,FALSE,658936,Stats 101,2022-04-27T14:00:00.000Z,2022-04-27T17:00:00.000Z
